"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"TATACOMM","EQ","20-Aug-2025","1,668.80","1,668.70","1,674.70","1,640.00","1,642.00","1,645.20","1,652.40","86,667","14,32,08,667.70","9,751","46,385","53.52"
"TATACOMM","EQ","21-Aug-2025","1,645.20","1,650.00","1,654.10","1,580.90","1,591.30","1,589.00","1,602.77","36,45,917","5,84,35,54,785.50","64,737","30,08,031","82.50"
"TATACOMM","EQ","22-Aug-2025","1,589.00","1,589.00","1,609.50","1,582.80","1,608.00","1,604.50","1,602.38","5,54,087","88,78,55,773.20","35,534","3,86,184","69.70"
"TATACOMM","EQ","25-Aug-2025","1,604.50","1,604.50","1,617.70","1,585.90","1,587.90","1,594.80","1,598.23","19,61,794","3,13,53,97,297.50","23,416","17,91,213","91.30"
"TATACOMM","EQ","26-Aug-2025","1,594.80","1,589.90","1,604.50","1,555.50","1,565.00","1,562.80","1,568.88","7,37,402","1,15,68,96,690.10","41,746","5,15,317","69.88"
"TATACOMM","EQ","28-Aug-2025","1,562.80","1,583.10","1,585.00","1,545.80","1,556.00","1,559.60","1,558.88","3,23,930","50,49,67,910.30","34,862","1,82,670","56.39"
"TATACOMM","EQ","29-Aug-2025","1,559.60","1,559.80","1,561.80","1,520.10","1,549.00","1,548.60","1,542.81","4,58,704","70,76,90,973.60","37,875","2,64,773","57.72"
"TATACOMM","EQ","01-Sep-2025","1,548.60","1,560.00","1,567.90","1,540.00","1,557.20","1,561.00","1,558.63","1,35,915","21,18,40,949.00","14,620","73,418","54.02"
"TATACOMM","EQ","02-Sep-2025","1,561.00","1,565.00","1,568.50","1,549.10","1,557.80","1,551.50","1,554.95","89,974","13,99,04,962.00","7,370","54,810","60.92"
"TATACOMM","EQ","03-Sep-2025","1,551.50","1,561.00","1,576.90","1,554.70","1,565.20","1,566.10","1,565.44","9,54,704","1,49,45,27,215.50","16,703","8,53,193","89.37"
"TATACOMM","EQ","04-Sep-2025","1,566.10","1,566.90","1,578.10","1,548.00","1,554.00","1,554.30","1,554.78","5,25,937","81,77,18,718.80","17,508","4,13,166","78.56"
"TATACOMM","EQ","05-Sep-2025","1,554.30","1,550.00","1,561.80","1,536.40","1,550.70","1,549.60","1,548.64","1,67,009","25,86,37,138.50","11,521","1,11,081","66.51"
"TATACOMM","EQ","08-Sep-2025","1,549.60","1,560.60","1,560.60","1,541.00","1,549.00","1,547.00","1,549.36","1,05,826","16,39,62,492.50","10,179","54,694","51.68"
"TATACOMM","EQ","09-Sep-2025","1,547.00","1,549.00","1,614.40","1,547.20","1,609.60","1,603.50","1,590.75","6,23,935","99,25,25,009.50","24,279","3,67,312","58.87"
"TATACOMM","EQ","10-Sep-2025","1,603.50","1,612.00","1,624.40","1,575.10","1,583.80","1,582.70","1,589.18","2,48,548","39,49,87,145.90","19,711","1,41,210","56.81"
"TATACOMM","EQ","11-Sep-2025","1,582.70","1,583.00","1,590.90","1,574.00","1,583.80","1,583.30","1,580.45","2,18,717","34,56,71,854.70","21,681","1,60,680","73.46"
"TATACOMM","EQ","12-Sep-2025","1,583.30","1,585.40","1,619.80","1,578.50","1,609.00","1,614.00","1,611.52","3,72,217","59,98,35,616.90","15,627","2,85,786","76.78"
"TATACOMM","EQ","15-Sep-2025","1,614.00","1,614.00","1,675.00","1,603.20","1,673.20","1,670.30","1,655.43","3,58,797","59,39,62,559.00","25,079","1,66,266","46.34"
"TATACOMM","EQ","16-Sep-2025","1,670.30","1,685.00","1,725.00","1,673.50","1,711.40","1,713.80","1,709.01","4,06,161","69,41,32,336.30","30,504","1,75,516","43.21"
"TATACOMM","EQ","17-Sep-2025","1,713.80","1,720.00","1,725.90","1,680.90","1,698.40","1,693.10","1,698.48","2,27,022","38,55,92,896.20","17,146","1,34,254","59.14"
"TATACOMM","EQ","18-Sep-2025","1,693.10","1,703.00","1,745.20","1,676.00","1,679.70","1,683.60","1,704.69","3,99,160","68,04,45,877.40","29,956","1,87,245","46.91"
"TATACOMM","EQ","19-Sep-2025","1,683.60","1,690.90","1,729.70","1,674.00","1,690.00","1,684.40","1,692.98","6,60,439","1,11,81,10,298.10","42,171","3,85,486","58.37"
"TATACOMM","EQ","22-Sep-2025","1,684.40","1,684.40","1,699.00","1,647.80","1,652.00","1,652.90","1,668.59","1,19,952","20,01,51,295.20","11,507","58,162","48.49"
"TATACOMM","EQ","23-Sep-2025","1,652.90","1,666.40","1,675.00","1,642.40","1,669.70","1,655.30","1,655.09","1,40,911","23,32,19,819.30","12,372","71,849","50.99"
"TATACOMM","EQ","24-Sep-2025","1,655.30","1,664.00","1,669.80","1,647.90","1,650.00","1,654.60","1,656.21","1,25,768","20,82,98,465.90","10,482","66,473","52.85"
"TATACOMM","EQ","25-Sep-2025","1,654.60","1,655.00","1,673.30","1,637.70","1,645.80","1,658.80","1,656.61","1,55,533","25,76,57,675.50","10,982","92,917","59.74"
"TATACOMM","EQ","26-Sep-2025","1,658.80","1,642.00","1,660.30","1,605.00","1,606.00","1,613.70","1,621.80","1,47,048","23,84,81,741.40","15,376","84,123","57.21"
"TATACOMM","EQ","29-Sep-2025","1,613.70","1,618.00","1,642.80","1,597.30","1,625.00","1,613.00","1,626.87","4,18,238","68,04,19,369.60","43,930","2,96,850","70.98"
"TATACOMM","EQ","30-Sep-2025","1,613.00","1,627.90","1,643.10","1,601.20","1,615.60","1,613.30","1,618.65","1,83,007","29,62,23,678.70","27,902","88,199","48.19"
"TATACOMM","EQ","01-Oct-2025","1,613.30","1,613.30","1,624.90","1,591.50","1,610.00","1,613.20","1,603.70","2,18,770","35,08,42,244.40","22,754","1,30,348","59.58"
"TATACOMM","EQ","03-Oct-2025","1,613.20","1,613.20","1,622.60","1,599.20","1,616.00","1,613.80","1,612.97","1,74,603","28,16,29,605.70","15,474","1,01,706","58.25"
"TATACOMM","EQ","06-Oct-2025","1,613.80","1,613.80","1,668.90","1,592.80","1,657.00","1,658.50","1,641.94","2,54,214","41,74,05,288.80","23,269","92,157","36.25"
"TATACOMM","BL","07-Oct-2025","1,313.85","1,658.50","1,658.50","1,658.50","1,658.50","1,658.50","1,658.50","1,57,166","26,06,59,811.00","1","-","-"
"TATACOMM","EQ","07-Oct-2025","1,658.50","1,666.00","1,674.90","1,650.00","1,658.10","1,662.50","1,662.94","99,963","16,62,32,648.50","11,601","47,946","47.96"
"TATACOMM","EQ","08-Oct-2025","1,662.50","1,672.50","1,708.00","1,659.10","1,690.00","1,689.20","1,688.06","4,49,032","75,79,95,054.20","25,316","2,84,995","63.47"
"TATACOMM","EQ","09-Oct-2025","1,689.20","1,677.00","1,705.00","1,671.50","1,696.90","1,696.80","1,692.46","1,40,768","23,82,44,525.70","15,147","67,693","48.09"
"TATACOMM","EQ","10-Oct-2025","1,696.80","1,701.60","1,947.90","1,701.60","1,857.20","1,870.20","1,871.75","1,45,34,247","27,20,44,72,266.60","5,14,787","23,38,763","16.09"
"TATACOMM","EQ","13-Oct-2025","1,870.20","1,833.00","1,853.40","1,786.00","1,788.80","1,798.20","1,823.76","10,42,994","1,90,21,66,830.50","53,220","1,69,100","16.21"
"TATACOMM","EQ","14-Oct-2025","1,798.20","1,799.10","1,899.00","1,790.00","1,880.00","1,872.60","1,863.09","35,85,496","6,68,01,08,742.60","1,24,088","15,65,130","43.65"
"TATACOMM","EQ","15-Oct-2025","1,872.60","1,945.00","1,999.00","1,880.00","1,938.00","1,955.10","1,940.60","70,94,725","13,76,80,08,711.10","2,66,121","14,66,455","20.67"
"TATACOMM","EQ","16-Oct-2025","1,955.10","1,938.00","2,004.00","1,908.30","1,960.00","1,971.30","1,960.04","26,79,217","5,25,13,85,514.20","96,781","10,00,660","37.35"
"TATACOMM","EQ","17-Oct-2025","1,971.30","1,968.00","1,978.50","1,916.00","1,922.00","1,926.90","1,941.10","6,69,152","1,29,88,88,483.20","41,698","2,06,393","30.84"
"TATACOMM","EQ","20-Oct-2025","1,926.90","1,935.50","1,940.00","1,862.40","1,907.00","1,905.10","1,900.91","7,78,439","1,47,97,40,358.70","44,905","2,69,338","34.60"
"TATACOMM","EQ","21-Oct-2025","1,905.10","1,911.80","1,929.90","1,901.00","1,907.50","1,915.30","1,917.46","52,989","10,16,04,506.10","4,145","12,396","23.39"
"TATACOMM","EQ","23-Oct-2025","1,915.30","1,919.00","1,919.40","1,846.40","1,852.30","1,852.20","1,870.72","3,03,295","56,73,78,909.60","22,940","1,23,931","40.86"
"TATACOMM","EQ","24-Oct-2025","1,852.20","1,865.00","1,908.40","1,843.10","1,890.00","1,896.00","1,879.68","3,48,115","65,43,45,546.10","23,923","87,560","25.15"
"TATACOMM","EQ","27-Oct-2025","1,896.00","1,895.60","1,953.60","1,890.00","1,937.00","1,941.30","1,930.71","5,69,518","1,09,95,74,480.90","37,891","2,54,700","44.72"
"TATACOMM","EQ","28-Oct-2025","1,941.30","1,941.00","1,942.00","1,892.80","1,901.00","1,906.70","1,908.73","3,16,026","60,32,07,922.90","25,923","1,66,281","52.62"
"TATACOMM","EQ","29-Oct-2025","1,906.70","1,905.10","1,918.40","1,878.30","1,907.00","1,909.70","1,902.11","1,62,596","30,92,76,028.90","19,680","71,957","44.26"
"TATACOMM","EQ","30-Oct-2025","1,909.70","1,909.70","1,958.40","1,900.20","1,916.00","1,913.80","1,926.87","5,66,326","1,09,12,35,398.80","33,715","2,54,983","45.02"
"TATACOMM","EQ","31-Oct-2025","1,913.80","1,914.70","1,914.70","1,870.80","1,873.00","1,875.40","1,888.89","1,51,996","28,71,03,057.00","14,649","69,151","45.50"
"TATACOMM","EQ","03-Nov-2025","1,875.40","1,875.40","1,910.00","1,861.00","1,904.00","1,901.00","1,886.22","1,72,062","32,45,46,164.40","18,769","74,259","43.16"
"TATACOMM","EQ","04-Nov-2025","1,901.00","1,906.70","1,940.00","1,891.00","1,891.80","1,905.40","1,912.34","2,66,994","51,05,83,378.80","23,572","1,38,188","51.76"
"TATACOMM","EQ","06-Nov-2025","1,905.40","1,905.40","1,905.40","1,836.00","1,843.70","1,842.00","1,865.76","2,44,304","45,58,11,448.60","24,220","1,44,729","59.24"
"TATACOMM","EQ","07-Nov-2025","1,842.00","1,840.00","1,854.10","1,817.60","1,850.00","1,849.40","1,845.22","2,35,066","43,37,48,941.40","20,445","1,58,092","67.25"
"TATACOMM","EQ","10-Nov-2025","1,849.40","1,831.50","1,864.40","1,821.20","1,854.90","1,843.90","1,843.57","1,47,135","27,12,53,388.90","17,420","71,018","48.27"
"TATACOMM","EQ","11-Nov-2025","1,843.90","1,846.40","1,853.00","1,826.20","1,840.00","1,840.00","1,838.88","1,03,987","19,12,19,158.80","10,128","59,241","56.97"
"TATACOMM","EQ","12-Nov-2025","1,840.00","1,843.60","1,855.00","1,808.10","1,825.00","1,840.00","1,827.42","2,52,740","46,18,62,685.80","16,681","1,20,845","47.81"
"TATACOMM","EQ","13-Nov-2025","1,840.00","1,842.10","1,905.20","1,836.10","1,888.20","1,888.70","1,882.69","3,57,069","67,22,50,346.60","28,166","1,28,849","36.09"
"TATACOMM","EQ","14-Nov-2025","1,888.70","1,894.90","1,917.40","1,865.40","1,879.00","1,874.00","1,894.36","2,84,656","53,92,41,373.00","26,124","1,19,526","41.99"
"TATACOMM","EQ","17-Nov-2025","1,874.00","1,881.20","1,910.00","1,875.70","1,907.00","1,906.90","1,903.29","2,05,924","39,19,34,050.30","20,250","1,21,290","58.90"
